#pointID x y z u v w
0.000000000000000000e+00 -2.324620116999999819e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -8.609584259259261670e-05 5.651299999999999238e-05 -2.175092592592592168e-05
1.000000000000000000e+00 -3.246201169999998193e-01 -2.856830078000000217e+00 -2.250000000000000000e+00 -1.616640962962962542e-03 2.864550648148147778e-04 -1.729943564814814501e-04
2.000000000000000000e+00 1.675379883000000181e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -3.160596898148147326e-03 3.443669351851851804e-04 -3.239845925925925979e-04
3.000000000000000000e+00 3.675379883000000181e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -4.866713509259257969e-03 6.307237500000000105e-05 -6.477557962962962297e-04
4.000000000000000000e+00 5.675379882999999737e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -5.773591287037036293e-03 -1.456652962962963179e-04 -1.221760111111111101e-03
5.000000000000000000e+00 7.675379882999999737e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -5.020083222222221364e-03 6.216363611111110207e-04 -2.034610648148148064e-03
6.000000000000000000e+00 9.675379882999999737e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -3.990042601851850543e-03 2.920030074074073372e-03 -3.093060736111110341e-03
7.000000000000000000e+00 1.167537988299999974e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -3.020126037037036346e-03 5.444286226851851110e-03 -3.576183777777778086e-03
8.000000000000000000e+00 1.367537988299999974e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -2.298597240740740590e-03 7.636703537037036263e-03 -3.025710736111110466e-03
9.000000000000000000e+00 1.567537988299999974e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -2.326537824074073732e-04 9.286237388888887376e-03 -2.140301092592592283e-03
1.000000000000000000e+01 1.767537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 3.229904777777777534e-03 7.991812421296293906e-03 -5.156082592592593251e-04
1.100000000000000000e+01 1.967537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 4.750552541666666281e-03 4.936646041666666908e-03 8.731691851851851403e-04
1.200000000000000000e+01 2.167537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 2.094545921296295937e-03 6.916882236111109895e-03 -6.681965694444444220e-04
1.300000000000000000e+01 2.367537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 2.173279537037036443e-04 1.070745348148148188e-02 -4.690126745370369783e-03
1.400000000000000000e+01 2.567537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 2.636782712962961947e-03 8.544336518518517651e-03 -6.376314462962962351e-03
1.500000000000000000e+01 2.767537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 5.832207282407405463e-03 3.178157569444443886e-03 -3.640719087962962161e-03
1.600000000000000000e+01 2.967537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 7.809901134259258394e-03 4.123251041666666297e-03 4.249561388888887679e-04
1.700000000000000000e+01 3.167537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.001365156018518485e-02 8.105701916666666063e-03 3.054856092592592338e-03
1.800000000000000000e+01 3.367537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.124873118055555454e-02 1.053205642592592445e-02 2.902065055555554628e-03
1.900000000000000000e+01 3.567537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 9.589569259259259071e-03 1.083907165277777501e-02 1.353953796296296667e-04
2.000000000000000000e+01 3.767537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 5.331230893518517158e-03 1.017936702314814479e-02 -3.384815171296295076e-03
2.100000000000000000e+01 3.967537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -5.994564444444443023e-04 9.489252773148146303e-03 -5.297253208333331520e-03
2.200000000000000000e+01 4.167537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -6.740695199074072871e-03 8.631346555555554495e-03 -4.715877601851851605e-03
2.300000000000000000e+01 4.367537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -1.048896716666666493e-02 6.873202333333332421e-03 -3.097013708333332983e-03
2.400000000000000000e+01 4.567537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -1.057278649537037041e-02 4.977995601851850291e-03 -1.594011277777777555e-03
2.500000000000000000e+01 4.767537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -7.526372805555554477e-03 3.238435962962961986e-03 -5.964075833333332133e-04
2.600000000000000000e+01 4.967537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -2.446526481481481070e-03 9.883016759259259307e-04 1.174804074074073910e-04
2.700000000000000000e+01 5.167537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -2.732556944444444118e-04 1.018343888888888660e-04 5.472086111111110522e-05
2.800000000000000000e+01 -2.324620116999999819e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 -1.346120324074073966e-04 2.450478657407406799e-04 -6.930558796296295903e-05
2.900000000000000000e+01 -3.246201169999998193e-01 -8.568300780000002170e-01 -2.250000000000000000e+00 -1.446357263888888283e-03 1.587480412037036923e-03 -6.051472777777776660e-04
3.000000000000000000e+01 1.675379883000000181e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 -1.833917925925925788e-03 2.340517740740740305e-03 -1.110174722222221928e-03
3.100000000000000000e+01 3.675379883000000181e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 -1.441239967592592396e-03 1.327747439814814558e-03 -1.814700175925925557e-03
3.200000000000000000e+01 5.675379882999999737e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 -7.648305740740739571e-04 -6.993337962963013660e-06 -3.199763569444443422e-03
3.300000000000000000e+01 7.675379882999999737e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 2.103847486111111269e-03 1.788135467592592408e-03 -5.603276990740740232e-03
3.400000000000000000e+01 9.675379882999999737e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 1.673837435185185048e-03 6.631887749999999110e-03 -9.224919532407406184e-03
3.500000000000000000e+01 1.167537988299999974e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -2.416907782407407349e-03 1.020669971759259262e-02 -1.176557103240740733e-02
3.600000000000000000e+01 1.367537988299999974e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -6.818602115740739905e-03 1.173243725462962996e-02 -1.003690077314814584e-02
3.700000000000000000e+01 1.567537988299999974e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -4.895048162037037368e-03 1.233032584722222082e-02 -6.103342041666665226e-03
3.800000000000000000e+01 1.767537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 2.470451120370370599e-03 3.823938018518518132e-03 -6.370622962962961804e-04
3.900000000000000000e+01 1.967537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 5.249142805555555465e-03 -1.171666138888888611e-02 3.877385791666665936e-03
4.000000000000000000e+01 2.167537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -2.830083412037036165e-03 -9.886099828703700035e-03 4.387999768518517120e-04
4.100000000000000000e+01 2.367537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -7.168837175925925689e-03 5.426420226851851047e-03 -1.100344756018518423e-02
4.200000000000000000e+01 2.567537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 5.410019837962961459e-03 1.028671201388888651e-02 -1.554695356481481175e-02
4.300000000000000000e+01 2.767537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 1.596314579629629429e-02 4.062759143518518239e-03 -7.890145287037035951e-03
4.400000000000000000e+01 2.967537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 2.040761737962962577e-02 7.305519953703706187e-04 2.541936412037036283e-03
4.500000000000000000e+01 3.167537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 2.794929548611110870e-02 5.762621916666666941e-03 8.619704972222221734e-03
