#pointID x y z u v w
0.000000000000000000e+00 -2.324620116999999819e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -1.671362685185185304e-04 -6.541895833333331964e-05 2.485728703703703174e-05
1.000000000000000000e+00 -3.246201169999998193e-01 -2.856830078000000217e+00 -2.250000000000000000e+00 -8.712945648148148151e-04 -4.321665277777776265e-05 2.676426018518517861e-04
2.000000000000000000e+00 1.675379883000000181e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -1.647084694444444055e-03 1.090610509259259026e-04 5.370112314814814427e-04
3.000000000000000000e+00 3.675379883000000181e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -2.383477657407406889e-03 1.003884847222222092e-03 7.735467407407405115e-04
4.000000000000000000e+00 5.675379882999999737e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -3.035308754629629201e-03 2.467049888888888515e-03 1.073551074074073977e-03
5.000000000000000000e+00 7.675379882999999737e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -3.810815092592592830e-03 3.636818393518518547e-03 1.441993111111111118e-03
6.000000000000000000e+00 9.675379882999999737e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -3.771902060185185548e-03 4.104558148148147734e-03 1.070871694444444156e-03
7.000000000000000000e+00 1.167537988299999974e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -1.663566064814814977e-03 3.015944953703703253e-03 8.567710648148148516e-04
8.000000000000000000e+00 1.367537988299999974e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.694136361111110581e-03 7.563247870370368381e-04 1.577276944444444160e-03
9.000000000000000000e+00 1.567537988299999974e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 6.034144847222222031e-03 -2.501628092592592979e-03 2.774838504629629273e-03
1.000000000000000000e+01 1.767537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.035139190740740761e-02 -5.172550893518517573e-03 3.245371249999999368e-03
1.100000000000000000e+01 1.967537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.165762646759259044e-02 -5.568692412037036521e-03 1.687490865740740855e-03
1.200000000000000000e+01 2.167537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.036247645833333203e-02 -6.281723689814814118e-03 -1.089858717592592525e-03
1.300000000000000000e+01 2.367537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 8.763306393518516604e-03 -9.388091657407405741e-03 -3.555111967592592542e-03
1.400000000000000000e+01 2.567537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.000268779166666420e-02 -1.720311520370369773e-02 -3.889975435185185140e-03
1.500000000000000000e+01 2.767537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.717109764351851600e-02 -2.398167437499999777e-02 -1.850403560185184945e-03
1.600000000000000000e+01 2.967537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 2.073038404629629419e-02 -1.696928872222221857e-02 -3.589539027777780607e-04
1.700000000000000000e+01 3.167537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.963359479629629700e-02 -3.359505342592592359e-03 -4.305588703703703331e-04
1.800000000000000000e+01 3.367537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.580463999999999827e-02 7.654668675925926230e-03 -1.424514134259259298e-03
1.900000000000000000e+01 3.567537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.164391526851851766e-02 1.277577471296296140e-02 -1.931050574074073996e-03
2.000000000000000000e+01 3.767537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 9.650450652777777666e-03 1.259680278703703520e-02 -1.910789171296295918e-03
2.100000000000000000e+01 3.967537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.012306413888888756e-02 8.513273624999999692e-03 -8.698984444444443805e-04
2.200000000000000000e+01 4.167537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.092773118055555444e-02 2.217057981481481300e-03 1.660550773148147721e-03
2.300000000000000000e+01 4.367537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.094483017592592401e-02 -2.977797777777776989e-03 4.151323685185183930e-03
2.400000000000000000e+01 4.567537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 9.782276111111107633e-03 -4.803992615740739630e-03 4.706412773148146295e-03
2.500000000000000000e+01 4.767537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 6.689085064814814102e-03 -3.523402949074073802e-03 3.281085703703703373e-03
2.600000000000000000e+01 4.967537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.930135555555555042e-03 -1.006154763888888765e-03 9.157630925925924412e-04
2.700000000000000000e+01 5.167537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.807740277777777460e-04 -9.282199999999998644e-05 8.141690740740738642e-05
2.800000000000000000e+01 -2.324620116999999819e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 -3.155060000000000113e-04 -1.179646944444444107e-04 3.484799074074074280e-05
2.900000000000000000e+01 -3.246201169999998193e-01 -8.568300780000002170e-01 -2.250000000000000000e+00 -2.229873907407407298e-03 -1.527101111111111090e-04 4.608581712962962372e-04
3.000000000000000000e+01 1.675379883000000181e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 -4.726077250000000271e-03 -2.236708703703703448e-04 9.552252037037034038e-04
