#pointID x y z u v w
0.000000000000000000e+00 -2.324620116999999819e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 1.943109074074073528e-04 -7.026864814814812047e-05 -1.119201388888888838e-05
1.000000000000000000e+00 -3.246201169999998193e-01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.120228666666666338e-03 -1.176029824074073830e-03 -5.513268055555555424e-05
2.000000000000000000e+00 1.675379883000000181e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 1.772702814814814927e-03 -2.481236106481481130e-03 -4.553485648148148236e-05
3.000000000000000000e+00 3.675379883000000181e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 6.558799351851852047e-04 -3.967762805555555099e-03 5.421388888888893122e-06
4.000000000000000000e+00 5.675379882999999737e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -7.101572638888886029e-04 -4.958806388888887737e-03 6.189581481481481193e-05
5.000000000000000000e+00 7.675379882999999737e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 5.434684722222215799e-05 -5.230024629629629468e-03 2.531490555555556375e-04
6.000000000000000000e+00 9.675379882999999737e+00 -2.856830078000000217e+00 -2.250000000000000000e+00 -4.727917731481478462e-04 -7.293482611111110070e-03 1.258652731481481367e-03
7.000000000000000000e+00 1.167537988299999974e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.881427953703703219e-03 -1.123249693055555429e-02 2.649372962962962506e-03
8.000000000000000000e+00 1.367537988299999974e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 6.424648203703703028e-03 -1.350305486111110995e-02 3.336998287037036808e-03
9.000000000000000000e+00 1.567537988299999974e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 8.869316694444445009e-03 -1.319585524537036925e-02 2.944228472222221518e-03
1.000000000000000000e+01 1.767537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 9.343836430555554212e-03 -9.877995120370366977e-03 1.545740925925925434e-03
1.100000000000000000e+01 1.967537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 7.497231430555553917e-03 -6.035013805555555083e-03 1.088569444444441488e-05
1.200000000000000000e+01 2.167537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 7.215767527777776011e-03 -5.552808523148146554e-03 2.246203240740738110e-04
1.300000000000000000e+01 2.367537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.324344709259259005e-02 -4.560534620370369427e-03 3.586135925925926487e-04
1.400000000000000000e+01 2.567537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.762711872222222365e-02 -1.700391083333334039e-03 -1.108651370370370218e-03
1.500000000000000000e+01 2.767537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 6.482511791666666079e-03 9.993132361111106352e-04 -2.141840388888888429e-03
1.600000000000000000e+01 2.967537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -1.138899717592592193e-03 1.051987041666666749e-03 -2.452342592592591250e-04
1.700000000000000000e+01 3.167537988300000151e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -6.314837282407406716e-03 1.193447574074074126e-03 3.163818796296295494e-03
1.800000000000000000e+01 3.367537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -1.159024637037037002e-02 2.067341648148147883e-03 6.413534828703702263e-03
1.900000000000000000e+01 3.567537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -1.450427112037036906e-02 -5.310452314814806396e-05 9.116970800925924823e-03
2.000000000000000000e+01 3.767537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -1.327077608333333131e-02 -6.027187162037035521e-03 1.081659999999999913e-02
2.100000000000000000e+01 3.967537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -8.807601268518516421e-03 -1.119382900925925718e-02 1.057826293518518423e-02
2.200000000000000000e+01 4.167537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 -3.295140499999999091e-03 -1.204937124999999783e-02 8.268792634259256730e-03
2.300000000000000000e+01 4.367537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 4.030668425925925335e-04 -1.118027710648147877e-02 5.854305245370368740e-03
2.400000000000000000e+01 4.567537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.865975657407407126e-03 -8.903874976851852002e-03 3.797952296296295931e-03
2.500000000000000000e+01 4.767537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 1.745064194444444217e-03 -5.401686300925924965e-03 1.950393749999999524e-03
2.600000000000000000e+01 4.967537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 6.994219074074073351e-04 -1.027885847222221932e-03 1.598427962962962817e-04
2.700000000000000000e+01 5.167537988299999796e+01 -2.856830078000000217e+00 -2.250000000000000000e+00 9.364559259259259299e-05 -1.434095370370370214e-05 -4.593910185185184447e-05
2.800000000000000000e+01 -2.324620116999999819e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 5.746217222222221171e-04 -1.411899074074071138e-05 -2.030273611111110853e-05
2.900000000000000000e+01 -3.246201169999998193e-01 -8.568300780000002170e-01 -2.250000000000000000e+00 3.292945550925925786e-03 -1.610728782407407165e-03 5.647155555555554741e-05
3.000000000000000000e+01 1.675379883000000181e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 4.481979902777776664e-03 -4.083984462962961942e-03 4.329301203703703454e-04
3.100000000000000000e+01 3.675379883000000181e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 -1.994135013888888482e-03 -9.078430092592591760e-03 1.745788199074074136e-03
3.200000000000000000e+01 5.675379882999999737e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 -9.268151245370368635e-03 -1.273833860648148145e-02 3.528748606481481309e-03
3.300000000000000000e+01 7.675379882999999737e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 -6.913884680555556703e-03 -1.053357175925925815e-02 4.957487305555554821e-03
3.400000000000000000e+01 9.675379882999999737e+00 -8.568300780000002170e-01 -2.250000000000000000e+00 -1.248195580555555573e-02 -1.214327656018518442e-02 7.449246388888887752e-03
3.500000000000000000e+01 1.167537988299999974e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -7.832283861111110149e-03 -2.035368958333332728e-02 9.397502240740741863e-03
3.600000000000000000e+01 1.367537988299999974e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 5.855915800925925140e-03 -2.074586574999999836e-02 8.144657564814814302e-03
3.700000000000000000e+01 1.567537988299999974e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 1.242112372222222219e-02 -1.369672791203703499e-02 6.056349087962961501e-03
3.800000000000000000e+01 1.767537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 1.543615318055555422e-02 -4.294801055555555816e-03 4.820356370370369389e-03
3.900000000000000000e+01 1.967537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 1.176271289351851768e-02 6.153073981481481380e-03 3.650984324074073046e-03
4.000000000000000000e+01 2.167537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 1.568530781481481187e-02 1.290001181481481400e-02 5.260749361111110092e-03
4.100000000000000000e+01 2.367537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 5.878318860648146238e-02 1.813723645370370410e-02 6.716570472222221228e-03
4.200000000000000000e+01 2.567537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 9.070464494907405639e-02 2.314469729629629186e-02 1.746475569444443793e-03
4.300000000000000000e+01 2.767537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 2.589310657407407207e-02 1.978619437037036632e-02 -2.657756277777777610e-03
4.400000000000000000e+01 2.967537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -7.956180828703701344e-03 9.781369634259257789e-03 -5.078764120370370724e-04
4.500000000000000000e+01 3.167537988300000151e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -1.889849898148147911e-02 5.676723018518518155e-03 5.722319074074072413e-03
4.600000000000000000e+01 3.367537988299999796e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -2.956657073611110645e-02 8.189975560185185077e-03 1.267942306944444195e-02
4.700000000000000000e+01 3.567537988299999796e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -3.523158740277777812e-02 3.491471893518518187e-03 1.869760098148148114e-02
4.800000000000000000e+01 3.767537988299999796e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -2.984448516666666357e-02 -1.235771691666666568e-02 2.091183083333333220e-02
4.900000000000000000e+01 3.967537988299999796e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -1.770146906944444071e-02 -2.325365585185185102e-02 1.603276713425925634e-02
5.000000000000000000e+01 4.167537988299999796e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -6.468370643518518183e-03 -2.148865289351851657e-02 5.998719291666666092e-03
5.100000000000000000e+01 4.367537988299999796e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 -1.879714800925925619e-03 -1.902784564814814783e-02 1.066926069444444278e-03
5.200000000000000000e+01 4.567537988299999796e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 2.170769490740740706e-04 -1.553237043981481151e-02 1.532602962962964239e-04
5.300000000000000000e+01 4.767537988299999796e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 2.029653222222221713e-03 -9.805933601851852394e-03 1.024224722222222793e-04
5.400000000000000000e+01 4.967537988299999796e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 1.411150421296295931e-03 -1.878936101851851710e-03 -4.688735555555555200e-04
5.500000000000000000e+01 5.167537988299999796e+01 -8.568300780000002170e-01 -2.250000000000000000e+00 2.416739907407406969e-04 -2.249295370370370134e-05 -1.315309722222222260e-04
5.600000000000000000e+01 -2.324620116999999819e+00 1.143169921999999783e+00 -2.250000000000000000e+00 8.091242407407407515e-04 8.768679629629627659e-05 -3.863483333333332475e-05
5.700000000000000000e+01 -3.246201169999998193e-01 1.143169921999999783e+00 -2.250000000000000000e+00 4.539096180555555159e-03 -1.209177564814814792e-03 6.068299074074074193e-05
5.800000000000000000e+01 1.675379883000000181e+00 1.143169921999999783e+00 -2.250000000000000000e+00 5.170355425925924481e-03 -4.204692106481481076e-03 7.490893472222222033e-04
5.900000000000000000e+01 3.675379883000000181e+00 1.143169921999999783e+00 -2.250000000000000000e+00 -8.720644916666665802e-03 -1.344954235648148158e-02 3.612493384259259002e-03
6.000000000000000000e+01 5.675379882999999737e+00 1.143169921999999783e+00 -2.250000000000000000e+00 -2.582189487499999755e-02 -2.043416672222221966e-02 7.660450787037036309e-03
6.100000000000000000e+01 7.675379882999999737e+00 1.143169921999999783e+00 -2.250000000000000000e+00 -2.520742376388888234e-02 -1.418695614351851708e-02 1.112409188425925698e-02
6.200000000000000000e+01 9.675379882999999737e+00 1.143169921999999783e+00 -2.250000000000000000e+00 -3.190826333333333237e-02 -1.520687696759259050e-02 1.635229202777777752e-02
6.300000000000000000e+01 1.167537988299999974e+01 1.143169921999999783e+00 -2.250000000000000000e+00 -2.532036845370370243e-02 -2.422717173611110830e-02 1.777938116666666346e-02
6.400000000000000000e+01 1.367537988299999974e+01 1.143169921999999783e+00 -2.250000000000000000e+00 -4.569493625000000531e-03 -1.741876377314814650e-02 1.119253854166666479e-02
6.500000000000000000e+01 1.567537988299999974e+01 1.143169921999999783e+00 -2.250000000000000000e+00 4.560579111111112000e-03 -7.811557462962961593e-03 8.402656203703701143e-03
6.600000000000000000e+01 1.767537988300000151e+01 1.143169921999999783e+00 -2.250000000000000000e+00 7.412763106481480915e-03 2.510024726851851733e-03 9.516373499999999583e-03
